Datetime,Tweet Id,Text,Username,likeCount,Username_encoded
2023-06-27 12:40:06+00:00,1673672551606697991,17516,0,1672.0,0
2023-06-27 12:30:00+00:00,1673670011670462464,49976,0,729.0,0
2023-06-27 11:40:01+00:00,1673657432994721796,30029,0,406.0,0
2023-06-27 11:33:26+00:00,1673655776689422336,47570,0,444.0,0
2023-06-27 11:32:32+00:00,1673655547210657792,32735,0,266.0,0
2023-06-27 11:30:35+00:00,1673655057387233280,23919,0,236.0,0
2023-06-27 10:31:27+00:00,1673640174851620864,29357,0,174.0,0
2023-06-27 08:48:40+00:00,1673614311716188161,49247,0,298.0,0
2023-06-27 08:43:14+00:00,1673612942024093696,48135,0,374.0,0
2023-06-27 08:03:01+00:00,1673602823634944001,51104,0,1590.0,0
2023-06-27 07:49:07+00:00,1673599323337297920,46732,0,58.0,0
2023-06-27 07:49:00+00:00,1673599295931699200,10008,0,202.0,0
2023-06-27 07:44:25+00:00,1673598139981262848,25207,0,587.0,0
2023-06-27 07:42:06+00:00,1673597560219475970,57311,0,237.0,0
2023-06-27 07:40:31+00:00,1673597158996467713,54521,0,166.0,0
2023-06-27 07:21:41+00:00,1673592418321440769,9599,0,317.0,0
2023-06-27 07:18:01+00:00,1673591497046867969,66189,0,413.0,0
2023-06-27 06:38:15+00:00,1673581488108089344,48605,0,247.0,0
2023-06-27 06:16:59+00:00,1673576136578834434,29131,0,38.0,0
2023-06-27 05:03:35+00:00,1673557665145028608,29358,0,90.0,0
2023-06-27 04:39:52+00:00,1673551696931479552,54097,0,3466.0,0
2023-06-26 15:54:34+00:00,1673359102553231361,33154,0,540.0,0
2023-06-26 14:30:00+00:00,1673337823670202369,61751,0,317.0,0
2023-06-26 13:21:06+00:00,1673320482752569345,25218,0,226.0,0
2023-06-26 13:05:27+00:00,1673316542464036865,51049,0,1464.0,0
2023-06-26 13:05:04+00:00,1673316445864988679,8404,0,545.0,0
2023-06-26 13:04:36+00:00,1673316328273477636,66046,0,244.0,0
2023-06-26 11:38:04+00:00,1673294553175199750,60498,0,626.0,0
2023-06-26 11:36:52+00:00,1673294253206945793,56039,0,142.0,0
2023-06-26 11:36:38+00:00,1673294191303225344,66194,0,144.0,0
2023-06-26 11:34:48+00:00,1673293731238391810,54792,0,511.0,0
2023-06-26 11:33:31+00:00,1673293406288908288,57159,0,179.0,0
2023-06-26 11:28:55+00:00,1673292249126543360,9071,0,229.0,0
2023-06-26 11:26:41+00:00,1673291687320518659,25103,0,157.0,0
2023-06-26 11:23:57+00:00,1673291001912524800,34179,0,190.0,0
2023-06-26 11:09:35+00:00,1673287386107908096,29640,0,152.0,0
2023-06-26 10:37:49+00:00,1673279389029769216,15958,0,141.0,0
2023-06-26 09:02:02+00:00,1673255287854350336,40912,0,73.0,0
2023-06-26 08:52:25+00:00,1673252864276455424,58864,0,288.0,0
2023-06-26 08:32:31+00:00,1673247858240417792,14448,0,103.0,0
2023-06-26 08:23:06+00:00,1673245487590436864,32034,0,1412.0,0
2023-06-26 08:22:08+00:00,1673245245470035969,29642,0,72.0,0
2023-06-26 08:13:06+00:00,1673242973382000640,25157,0,610.0,0
2023-06-26 07:58:01+00:00,1673239174433083392,50115,0,425.0,0
2023-06-26 07:50:41+00:00,1673237331544010753,32731,0,793.0,0
2023-06-26 07:47:46+00:00,1673236594927734784,54599,0,257.0,0
2023-06-26 07:45:44+00:00,1673236083105214464,21221,0,358.0,0
2023-06-26 07:42:40+00:00,1673235313739857923,32415,0,242.0,0
2023-06-26 07:37:52+00:00,1673234103045591040,46747,0,146.0,0
2023-06-26 07:37:44+00:00,1673234072750153730,46789,0,152.0,0
2023-06-26 07:36:05+00:00,1673233656826179584,49932,0,1343.0,0
2023-06-26 07:26:44+00:00,1673231303402225664,66041,0,1445.0,0
2023-06-26 06:35:32+00:00,1673218420303867906,63335,0,411.0,0
2023-06-26 06:16:36+00:00,1673213654169452545,14459,0,83.0,0
2023-06-26 05:59:05+00:00,1673209243879747584,56045,0,1069.0,0
2023-06-25 14:13:04+00:00,1672971174664638464,46524,0,820.0,0
2023-06-25 13:02:16+00:00,1672953355633856513,33741,0,1527.0,0
2023-06-25 11:31:17+00:00,1672930460471812097,16889,0,5453.0,0
2023-06-25 10:03:59+00:00,1672908488375410689,51926,0,756.0,0
2023-06-25 07:07:51+00:00,1672864163146919936,15358,0,1167.0,0
2023-06-25 06:57:31+00:00,1672861561931837446,15359,0,904.0,0
2023-06-25 06:19:05+00:00,1672851889560625158,8951,0,1982.0,0
2023-06-24 08:32:19+00:00,1672523031502282754,64229,0,988.0,0
2023-06-23 15:30:26+00:00,1672265868875821056,17204,0,242.0,0
2023-06-23 13:39:22+00:00,1672237914162356224,47021,0,676.0,0
2023-06-23 12:12:30+00:00,1672216054289014784,6444,0,239.0,0
2023-06-23 11:25:53+00:00,1672204323252768773,35136,0,1779.0,0
2023-06-23 03:30:00+00:00,1672084564884455424,23481,0,372.0,0
2023-06-22 16:45:00+00:00,1671922243071361028,19202,0,262.0,0
2023-06-22 16:00:03+00:00,1671910933541662720,54136,0,618.0,0
2023-06-22 15:34:00+00:00,1671904375927877632,46875,0,137.0,0
2023-06-22 15:33:54+00:00,1671904349839298560,23402,0,534.0,0
2023-06-22 15:15:00+00:00,1671899594513317893,60431,0,226.0,0
2023-06-22 14:47:42+00:00,1671892723820003329,46697,0,113.0,0
2023-06-22 14:36:58+00:00,1671890025536159749,46819,0,116.0,0
2023-06-22 14:35:53+00:00,1671889751765569539,23403,0,418.0,0
2023-06-22 14:01:49+00:00,1671881179421876232,31284,0,394.0,0
2023-06-22 13:57:43+00:00,1671880147744739328,63255,0,1181.0,0
2023-06-22 13:37:18+00:00,1671875007587426304,19195,0,372.0,0
2023-06-22 10:37:39+00:00,1671829797591453696,65643,0,815.0,0
2023-06-22 09:33:40+00:00,1671813695104757762,63257,0,463.0,0
2023-06-22 09:25:46+00:00,1671811708095201280,14454,0,150.0,0
2023-06-22 08:50:00+00:00,1671802707886358528,56155,0,280.0,0
2023-06-22 08:49:19+00:00,1671802534665805825,51268,0,259.0,0
2023-06-22 08:48:33+00:00,1671802340058492929,66035,0,467.0,0
2023-06-22 08:46:55+00:00,1671801929410965507,19517,0,1439.0,0
2023-06-22 08:35:09+00:00,1671798969289297920,9609,0,464.0,0
2023-06-22 08:34:05+00:00,1671798698999963648,55563,0,767.0,0
2023-06-22 07:58:30+00:00,1671789747323416576,29641,0,369.0,0
2023-06-22 07:49:40+00:00,1671787524413607936,54960,0,687.0,0
2023-06-22 03:32:30+00:00,1671722807103987715,29631,0,330.0,0
2023-06-21 13:45:30+00:00,1671514684149710849,66228,0,434.0,0
2023-06-21 10:44:13+00:00,1671469060473901058,66027,0,529.0,0
2023-06-21 09:04:23+00:00,1671443937972854784,54050,0,854.0,0
2023-06-21 08:01:24+00:00,1671428087010189312,46816,0,187.0,0
2023-06-21 08:01:14+00:00,1671428045541085184,66239,0,1141.0,0
2023-06-21 06:11:40+00:00,1671400473373597696,65182,0,2886.0,0
2023-06-21 05:27:31+00:00,1671389361961865216,35104,0,940.0,0
2023-06-21 03:44:14+00:00,1671363371684483072,35607,0,1094.0,0
2023-06-20 14:30:01+00:00,1671163497277980672,50594,0,2661.0,0
2023-06-20 13:00:01+00:00,1671140850947051522,56980,0,921.0,0
2023-06-20 12:23:34+00:00,1671131678335700993,51760,0,137.0,0
2023-06-20 11:47:49+00:00,1671122679267745792,25128,0,384.0,0
2023-06-20 11:26:05+00:00,1671117209429770241,9930,0,256.0,0
2023-06-20 11:26:02+00:00,1671117198381948928,9773,0,275.0,0
2023-06-20 11:26:00+00:00,1671117187858456577,66544,0,1073.0,0
2023-06-20 08:29:08+00:00,1671072680915898368,22229,0,696.0,0
2023-06-20 08:27:56+00:00,1671072375503474688,25212,0,566.0,0
2023-06-20 08:21:13+00:00,1671070687249956866,18667,0,494.0,0
2023-06-20 08:18:31+00:00,1671070009777590275,9242,0,1178.0,0
2023-06-20 08:16:27+00:00,1671069489646166016,59250,0,416.0,0
2023-06-20 08:15:30+00:00,1671069249518043136,19327,0,366.0,0
2023-06-20 07:34:10+00:00,1671058844703916033,28973,0,390.0,0
2023-06-20 07:26:33+00:00,1671056930327109634,28355,0,745.0,0
2023-06-20 05:57:26+00:00,1671034502624468992,25239,0,832.0,0
2023-06-20 05:31:19+00:00,1671027929395138563,59635,0,234.0,0
2023-06-20 04:34:33+00:00,1671013644577173509,54662,0,689.0,0
2023-06-20 03:43:58+00:00,1671000916751953920,5618,0,114.0,0
2023-06-20 03:43:52+00:00,1671000891946840066,5617,0,129.0,0
2023-06-20 03:43:47+00:00,1671000870941769729,28826,0,371.0,0
2023-06-20 03:03:36+00:00,1670990754519601152,35477,0,4744.0,0
2023-06-19 17:11:42+00:00,1670841801840939008,39546,0,305.0,0
2023-06-19 15:54:59+00:00,1670822493534437376,19569,0,1088.0,0
2023-06-19 13:57:50+00:00,1670793013654609920,66552,0,2111.0,0
2023-06-19 12:22:03+00:00,1670768909098819584,8965,0,1357.0,0
2023-06-19 10:17:49+00:00,1670737642928111617,53978,0,1180.0,0
2023-06-19 10:14:23+00:00,1670736779543199750,39528,0,342.0,0
2023-06-19 09:27:17+00:00,1670724926331056128,31780,0,611.0,0
2023-06-19 08:20:09+00:00,1670708030076510208,34454,0,712.0,0
2023-06-19 07:41:52+00:00,1670698398637510656,14447,0,229.0,0
2023-06-19 05:05:50+00:00,1670659129223024640,14456,0,241.0,0
2023-06-18 15:57:01+00:00,1670460619064242178,27328,0,793.0,0
2023-06-18 15:44:08+00:00,1670457373134311425,66506,0,229.0,0
2023-06-18 15:30:00+00:00,1670453817320820737,56974,0,1641.0,0
2023-06-18 14:30:00+00:00,1670438719445417984,66037,0,891.0,0
2023-06-18 13:30:22+00:00,1670423709633634304,62547,0,470.0,0
2023-06-18 13:24:46+00:00,1670422303279284225,6511,0,129.0,0
2023-06-18 13:24:40+00:00,1670422275349417984,6512,0,149.0,0
2023-06-18 13:24:33+00:00,1670422249281839105,66485,0,468.0,0
2023-06-18 12:57:00+00:00,1670415313547198465,62539,0,246.0,0
2023-06-18 12:52:34+00:00,1670414198453702658,48485,0,365.0,0
2023-06-18 12:49:42+00:00,1670413478123958272,61240,0,2761.0,0
2023-06-18 12:30:03+00:00,1670408532917895170,39551,0,288.0,0
2023-06-18 12:29:47+00:00,1670408463518945280,39551,0,134.0,0
2023-06-18 12:29:01+00:00,1670408272371929091,62550,0,561.0,0
2023-06-18 12:24:52+00:00,1670407227537248256,53310,0,463.0,0
2023-06-18 12:21:58+00:00,1670406499003424769,51117,0,336.0,0
2023-06-18 12:17:48+00:00,1670405451664719872,16949,0,321.0,0
2023-06-18 12:17:17+00:00,1670405319900696577,62553,0,180.0,0
2023-06-18 12:16:05+00:00,1670405018971951104,8882,0,169.0,0
2023-06-18 12:09:10+00:00,1670403278981701632,27657,0,210.0,0
2023-06-18 12:07:38+00:00,1670402890169745409,48511,0,325.0,0
2023-06-18 11:51:58+00:00,1670398950317367296,65186,0,282.0,0
2023-06-18 11:46:23+00:00,1670397545452036096,52217,0,385.0,0
2023-06-18 11:06:02+00:00,1670387389381083138,61202,0,3345.0,0
2023-06-18 10:43:43+00:00,1670381771870048265,65496,0,956.0,0
2023-06-18 10:39:35+00:00,1670380732374720516,62099,0,184.0,0
2023-06-18 10:39:01+00:00,1670380589101510659,43898,0,218.0,0
2023-06-18 10:38:42+00:00,1670380511599165440,57093,0,145.0,0
2023-06-18 10:38:03+00:00,1670380345957683203,66340,0,354.0,0
2023-06-18 09:54:22+00:00,1670369352649158657,7305,0,2270.0,0
2023-06-18 09:47:44+00:00,1670367682926120961,19582,0,395.0,0
2023-06-18 09:46:04+00:00,1670367264481370114,40649,0,187.0,0
2023-06-18 09:20:10+00:00,1670360748336488448,33678,0,205.0,0
2023-06-18 08:56:38+00:00,1670354826226716672,65762,0,228.0,0
2023-06-18 08:52:04+00:00,1670353673153822720,54543,0,310.0,0
2023-06-18 08:49:45+00:00,1670353091907186688,33765,0,434.0,0
2023-06-18 08:44:41+00:00,1670351815156834305,52672,0,1580.0,0
2023-06-18 08:43:38+00:00,1670351551335120896,49281,0,190.0,0
2023-06-18 08:43:18+00:00,1670351470649290752,33116,0,567.0,0
2023-06-18 08:41:13+00:00,1670350946176737280,19506,0,281.0,0
2023-06-18 07:59:28+00:00,1670340437155135489,40773,0,273.0,0
2023-06-18 07:30:25+00:00,1670333128710434817,34341,0,284.0,0
2023-06-18 07:26:55+00:00,1670332246581186562,25227,0,385.0,0
2023-06-18 07:25:20+00:00,1670331847421886469,10025,0,236.0,0
2023-06-18 07:22:37+00:00,1670331166304665600,49368,0,809.0,0
2023-06-18 07:16:41+00:00,1670329672457129984,47182,0,212.0,0
2023-06-18 06:50:43+00:00,1670323136733270016,33698,0,1176.0,0
2023-06-18 06:48:30+00:00,1670322580530806784,41734,0,372.0,0
2023-06-18 06:45:17+00:00,1670321768387739649,61237,0,694.0,0
2023-06-18 06:45:07+00:00,1670321727405187073,14449,0,179.0,0
2023-06-18 06:39:54+00:00,1670320413120020480,48312,0,6558.0,0
2023-06-18 05:57:47+00:00,1670309817297289216,15430,0,184.0,0
2023-06-18 05:18:43+00:00,1670299982749138950,40986,0,173.0,0
2023-06-18 04:30:17+00:00,1670287796685402113,5444,0,690.0,0
2023-06-18 04:28:07+00:00,1670287251329409024,14458,0,166.0,0
2023-06-17 16:56:54+00:00,1670113297780342784,59645,0,586.0,0
2023-06-17 14:29:12+00:00,1670076130618118145,16868,0,865.0,0
2023-06-17 13:53:18+00:00,1670067095831478272,66464,0,254.0,0
2023-06-17 12:10:34+00:00,1670041241843826689,19593,0,885.0,0
2023-06-17 10:26:51+00:00,1670015139368796161,50479,0,979.0,0
2023-06-17 10:26:34+00:00,1670015067935608832,63184,0,424.0,0
2023-06-17 10:09:47+00:00,1670010845638844417,41941,0,464.0,0
2023-06-17 10:00:20+00:00,1670008465513938945,14446,0,240.0,0
2023-06-17 09:58:11+00:00,1670007924381609985,49151,0,444.0,0
2023-06-17 09:31:58+00:00,1670001327924191234,50670,0,1099.0,0
2023-06-17 09:30:25+00:00,1670000938961244161,19686,0,674.0,0
2023-06-17 09:23:35+00:00,1669999217971183616,60515,0,2288.0,0
2023-06-17 09:21:36+00:00,1669998720715493379,19594,0,1320.0,0
2023-06-17 08:56:27+00:00,1669992390571204609,40743,0,419.0,0
2023-06-17 06:51:03+00:00,1669960832611127296,40998,0,176.0,0
2023-06-17 06:37:24+00:00,1669957398956740608,43307,0,34.0,0
2023-06-17 06:15:03+00:00,1669951774248271872,14457,0,245.0,0
2023-06-17 06:10:44+00:00,1669950684752658432,31911,0,926.0,0
2023-06-17 04:59:00+00:00,1669932632153686016,63188,0,572.0,0
2023-06-17 04:46:17+00:00,1669929435896885249,52519,0,348.0,0
2023-06-16 14:30:01+00:00,1669713945437917186,63874,0,396.0,0
2023-06-16 12:51:20+00:00,1669689110913773568,66417,0,663.0,0
2023-06-16 08:36:41+00:00,1669625026499444736,24230,0,634.0,0
2023-06-16 08:31:31+00:00,1669623729238974465,66173,0,628.0,0
2023-06-16 06:18:44+00:00,1669590312493416448,32985,0,603.0,0
2023-06-16 05:50:09+00:00,1669583118519635968,6257,0,431.0,0
2023-06-16 05:06:09+00:00,1669572045456408578,66560,0,250.0,0
2023-06-16 04:48:39+00:00,1669567642188017664,19206,0,1510.0,0
2023-06-16 04:19:27+00:00,1669560293897437184,54949,0,558.0,0
2023-06-15 17:49:09+00:00,1669401671875588097,8164,0,122.0,0
2023-06-15 17:44:17+00:00,1669400449978343424,46202,0,160.0,0
2023-06-15 17:38:07+00:00,1669398898451050496,66404,0,518.0,0
2023-06-15 17:34:53+00:00,1669398084428922880,27825,0,143.0,0
2023-06-15 17:17:43+00:00,1669393763842523162,65936,0,311.0,0
2023-06-15 16:33:18+00:00,1669382586001416192,15989,0,438.0,0
2023-06-15 12:30:01+00:00,1669321359078432769,49823,0,543.0,0
2023-06-15 11:00:02+00:00,1669298716384043015,56827,0,3065.0,0
2023-06-15 09:55:22+00:00,1669282443164291072,18866,0,558.0,0
2023-06-15 09:55:06+00:00,1669282374402871297,66026,0,602.0,0
2023-06-15 09:49:32+00:00,1669280974545485824,66174,0,385.0,0
2023-06-15 09:08:24+00:00,1669270621493116929,40691,0,183.0,0
2023-06-15 08:41:59+00:00,1669263973571780608,58981,0,294.0,0
2023-06-15 08:38:56+00:00,1669263207788150786,51067,0,159.0,0
2023-06-15 08:38:01+00:00,1669262976186982400,63253,0,334.0,0
2023-06-15 08:37:10+00:00,1669262761770078211,54747,0,602.0,0
2023-06-15 08:33:02+00:00,1669261722106855424,57538,0,627.0,0
2023-06-15 08:31:02+00:00,1669261220342374401,22443,0,282.0,0
2023-06-15 08:21:27+00:00,1669258807946678272,60450,0,237.0,0
2023-06-15 08:20:28+00:00,1669258558368792577,22223,0,260.0,0
2023-06-15 07:50:22+00:00,1669250985104134144,54504,0,2026.0,0
2023-06-15 07:48:12+00:00,1669250439278211076,15949,0,287.0,0
2023-06-15 07:41:45+00:00,1669248816338595841,54367,0,294.0,0
2023-06-15 06:43:11+00:00,1669234078414163971,66491,0,473.0,0
2023-06-15 06:04:41+00:00,1669224389567741952,43302,0,30.0,0
2023-06-15 05:38:14+00:00,1669217730560671745,40964,0,148.0,0
2023-06-15 05:36:23+00:00,1669217266200875008,40918,0,138.0,0
2023-06-15 05:30:39+00:00,1669215825306451968,18130,0,255.0,0
2023-06-15 05:15:00+00:00,1669211883860099073,52096,0,1515.0,0
2023-06-15 04:52:49+00:00,1669206303758258176,35150,0,150.0,0
2023-06-15 04:00:00+00:00,1669193010817511424,21302,0,379.0,0
2023-06-15 03:51:06+00:00,1669190770405048325,66044,0,383.0,0
2023-06-14 17:00:00+00:00,1669026917402685441,51227,0,244.0,0
2023-06-14 15:44:13+00:00,1669007842882514944,20302,0,680.0,0
2023-06-14 14:52:47+00:00,1668994902560997376,18588,0,673.0,0
2023-06-14 13:38:31+00:00,1668976209596645378,66407,0,691.0,0
2023-06-14 12:08:17+00:00,1668953503484747777,56934,0,1315.0,0
2023-06-14 09:10:35+00:00,1668908782104227840,23357,0,350.0,0
2023-06-14 08:50:32+00:00,1668903739611136000,7734,0,200.0,0
2023-06-14 08:50:17+00:00,1668903675509583872,26382,0,326.0,0
2023-06-14 08:49:51+00:00,1668903567892316162,49367,0,712.0,0
2023-06-14 08:48:50+00:00,1668903311335120896,65441,0,684.0,0
2023-06-14 08:46:28+00:00,1668902715622141953,66187,0,1254.0,0
2023-06-14 08:38:34+00:00,1668900725659770881,50130,0,402.0,0
2023-06-14 08:38:15+00:00,1668900648539275264,54746,0,268.0,0
2023-06-14 08:01:06+00:00,1668891298646859776,33756,0,848.0,0
2023-06-14 07:10:01+00:00,1668878441897406465,29014,0,112.0,0
2023-06-14 06:12:27+00:00,1668863954276466688,35135,0,700.0,0
2023-06-13 14:29:21+00:00,1668626615604240385,66478,0,302.0,0
2023-06-13 14:25:08+00:00,1668625555762327559,60643,0,775.0,0
2023-06-13 14:05:00+00:00,1668620489970036736,19270,0,331.0,0
2023-06-13 13:40:00+00:00,1668614195850649601,47599,0,277.0,0
2023-06-13 13:30:33+00:00,1668611818648993793,61807,0,676.0,0
2023-06-13 13:25:30+00:00,1668610548156764163,66333,0,306.0,0
2023-06-13 13:14:27+00:00,1668607768218181635,36612,0,560.0,0
2023-06-13 12:55:09+00:00,1668602908609335301,66408,0,559.0,0
2023-06-13 12:35:06+00:00,1668597863260061698,9490,0,191.0,0
2023-06-13 12:24:02+00:00,1668595080087871488,58309,0,190.0,0
2023-06-13 12:22:44+00:00,1668594750231019520,59085,0,754.0,0
2023-06-13 11:56:18+00:00,1668588099943948288,58308,0,563.0,0
2023-06-13 11:34:38+00:00,1668582647306797056,27314,0,472.0,0
2023-06-13 11:34:28+00:00,1668582605988536320,33020,0,481.0,0
2023-06-13 11:26:00+00:00,1668580472509829121,59245,0,507.0,0
2023-06-13 11:18:04+00:00,1668578477224886274,33023,0,821.0,0
2023-06-13 10:52:24+00:00,1668572016776019968,40780,0,305.0,0
2023-06-13 10:16:11+00:00,1668562905493823488,29012,0,200.0,0
2023-06-13 09:06:18+00:00,1668545318223495169,46738,0,115.0,0
2023-06-13 09:01:24+00:00,1668544084599013376,39833,0,2438.0,0
2023-06-13 09:00:50+00:00,1668543940843421698,55679,0,299.0,0
2023-06-13 08:37:11+00:00,1668537991361359872,60780,0,278.0,0
2023-06-13 08:36:28+00:00,1668537808674275329,55556,0,500.0,0
2023-06-13 08:31:41+00:00,1668536605353672704,50447,0,319.0,0
2023-06-13 08:23:26+00:00,1668534530570067968,43307,0,25.0,0
2023-06-13 07:46:44+00:00,1668525292925734913,27048,0,239.0,0
2023-06-13 06:34:00+00:00,1668506990065369089,40999,0,203.0,0
2023-06-13 04:14:41+00:00,1668471930968760320,51754,0,218.0,0
2023-06-13 04:13:51+00:00,1668471719349346305,51755,0,210.0,0
2023-06-13 03:58:13+00:00,1668467786530824193,31796,0,727.0,0
2023-06-12 16:15:00+00:00,1668290814680907776,49870,0,702.0,0
2023-06-12 15:00:01+00:00,1668271946063286272,54603,0,491.0,0
2023-06-12 13:30:00+00:00,1668249293822779392,48428,0,1557.0,0
2023-06-12 11:12:24+00:00,1668214664524881921,48127,0,1761.0,0
2023-06-12 10:18:30+00:00,1668201100971761664,15893,0,337.0,0
2023-06-12 09:15:19+00:00,1668185199799328768,62215,0,1723.0,0
2023-06-12 09:04:32+00:00,1668182485690363904,27419,0,762.0,0
2023-06-12 08:06:23+00:00,1668167851855990784,46729,0,149.0,0
2023-06-12 08:06:17+00:00,1668167827931684865,46683,0,149.0,0
2023-06-12 08:06:13+00:00,1668167810223345671,49239,0,973.0,0
2023-06-12 07:57:00+00:00,1668165488822702080,66334,0,431.0,0
2023-06-12 07:49:28+00:00,1668163593408483328,49839,0,415.0,0
2023-06-12 07:43:56+00:00,1668162202661191681,53224,0,420.0,0
2023-06-12 07:32:54+00:00,1668159423616024576,58261,0,381.0,0
2023-06-12 07:28:45+00:00,1668158379397718020,62003,0,732.0,0
2023-06-12 06:35:20+00:00,1668144938217766912,54690,0,1098.0,0
2023-06-12 06:20:32+00:00,1668141213994868738,29136,0,408.0,0
2023-06-12 05:01:46+00:00,1668121389533102086,66354,0,928.0,0
2023-06-12 04:50:33+00:00,1668118567810891782,66032,0,205.0,0
2023-06-12 04:48:57+00:00,1668118164205625351,66454,0,203.0,0
2023-06-12 03:56:14+00:00,1668104897592717315,60624,0,566.0,0
2023-06-12 03:40:11+00:00,1668100859182587905,44012,0,229.0,0
2023-06-11 17:00:00+00:00,1667939753814290432,33918,0,835.0,0
2023-06-11 16:00:01+00:00,1667924657289441281,10279,0,760.0,0
2023-06-11 14:58:19+00:00,1667909129816674304,61810,0,614.0,0
2023-06-11 14:57:41+00:00,1667908968713433088,60639,0,3513.0,0
2023-06-11 12:17:25+00:00,1667868637238276097,66487,0,601.0,0
2023-06-11 10:17:35+00:00,1667838480729399297,5220,0,176.0,0
2023-06-11 10:16:45+00:00,1667838273509814273,8382,0,2578.0,0
2023-06-11 09:55:52+00:00,1667833017476485120,5219,0,223.0,0
2023-06-11 09:55:46+00:00,1667832990150594560,5218,0,103.0,0
2023-06-11 09:55:37+00:00,1667832954100527104,5221,0,59.0,0
2023-06-11 09:49:52+00:00,1667831506289700864,61823,0,680.0,0
2023-06-11 09:47:22+00:00,1667830877202554882,64555,0,1184.0,0
2023-06-11 09:40:39+00:00,1667829185702924289,61789,0,1116.0,0
2023-06-11 09:37:58+00:00,1667828512311623680,36388,0,274.0,0
2023-06-11 09:20:53+00:00,1667824211560390657,33532,0,350.0,0
2023-06-11 09:20:48+00:00,1667824191385784321,56878,0,1529.0,0
2023-06-11 09:13:38+00:00,1667822387096862720,57171,0,506.0,0
2023-06-11 09:12:31+00:00,1667822107546505216,48280,0,576.0,0
2023-06-11 09:07:58+00:00,1667820959909425152,6729,0,789.0,0
2023-06-11 09:07:16+00:00,1667820783845142528,57172,0,210.0,0
2023-06-11 09:03:07+00:00,1667819741245997056,28224,0,383.0,0
2023-06-11 09:00:50+00:00,1667819166697664515,10317,0,339.0,0
2023-06-11 08:50:47+00:00,1667816638404788225,61581,0,837.0,0
2023-06-11 08:47:54+00:00,1667815913318653952,61335,0,1417.0,0
2023-06-11 08:42:04+00:00,1667814445064798208,33699,0,562.0,0
2023-06-11 08:39:17+00:00,1667813741982015489,52671,0,675.0,0
2023-06-11 08:38:06+00:00,1667813446853988353,61514,0,634.0,0
2023-06-11 08:31:26+00:00,1667811765688868864,61356,0,3284.0,0
2023-06-11 08:23:25+00:00,1667809748811673600,56086,0,599.0,0
2023-06-11 08:20:26+00:00,1667808999033704448,19690,0,293.0,0
2023-06-11 08:03:59+00:00,1667804858433572864,53097,0,437.0,0
2023-06-11 07:58:11+00:00,1667803400770322432,58140,0,715.0,0
